Tool,Severity,Code,Description,Location,Line
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01052.java,58
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01053.java,57
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01054.java,57
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01055.java,57
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01056.java,61
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01057.java,57
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01058.java,104
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01059.java,103
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01060.java,103
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01061.java,83
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01062.java,83
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01063.java,57
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01064.java,72
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01065.java,84
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01066.java,72
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01067.java,71
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01068.java,74
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01069.java,117
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01070.java,120
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01071.java,120
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01072.java,116
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01073.java,117
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01074.java,109
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01075.java,109
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01076.java,109
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01077.java,108
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01078.java,108
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01079.java,108
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01080.java,63
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01081.java,63
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01082.java,63
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01083.java,74
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01084.java,71
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01085.java,71
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01086.java,71
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01087.java,74
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01088.java,73
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01089.java,77
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01090.java,69
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01091.java,68
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01092.java,68
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01093.java,68
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01094.java,68
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01095.java,68
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01096.java,68
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01097.java,68
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01098.java,68
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01099.java,164
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01100.java,124
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01101.java,124
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01102.java,134
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01103.java,134
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01104.java,126
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01105.java,125
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01106.java,125
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01107.java,125
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01108.java,135
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01109.java,80
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01110.java,100
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01111.java,93
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01112.java,93
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01113.java,90
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01114.java,90
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01115.java,90
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01116.java,86
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01117.java,86
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01118.java,101
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01119.java,113
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01120.java,126
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01121.java,126
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01122.java,126
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01123.java,118
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01124.java,117
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01125.java,117
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01126.java,117
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01127.java,113
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01128.java,113
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01129.java,112
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01130.java,112
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01131.java,112
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01132.java,112
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01133.java,113
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01134.java,93
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01135.java,130
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01136.java,127
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01137.java,121
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01138.java,119
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01139.java,119
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01140.java,118
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01141.java,118
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01142.java,73
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01143.java,73
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01144.java,73
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01145.java,73
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01146.java,73
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01147.java,157
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01148.java,160
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01149.java,160
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01150.java,126
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01151.java,118
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01152.java,118
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01153.java,127
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01154.java,106
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01155.java,72
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01156.java,92
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01157.java,92
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01158.java,85
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01159.java,85
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01160.java,82
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01161.java,82
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01162.java,105
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01163.java,105
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01164.java,118
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01165.java,110
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01166.java,110
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01167.java,105
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01168.java,109
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01169.java,109
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01170.java,109
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01171.java,60
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01172.java,60
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01173.java,59
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01174.java,59
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01175.java,60
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01176.java,60
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01177.java,60
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01178.java,59
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01179.java,59
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01180.java,59
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01181.java,59
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01182.java,79
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01183.java,105
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01184.java,105
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01185.java,85
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01186.java,85
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01187.java,85
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01188.java,59
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01189.java,86
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01190.java,74
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01191.java,74
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01192.java,74
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01193.java,88
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01194.java,75
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01195.java,113
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01196.java,118
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01197.java,119
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01198.java,113
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01199.java,111
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01200.java,111
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01201.java,111
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01202.java,111
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01203.java,65
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01204.java,65
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01205.java,65
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01206.java,65
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01207.java,65
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01208.java,76
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01209.java,73
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01210.java,76
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01211.java,77
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01212.java,73
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01213.java,73
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01214.java,74
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01215.java,75
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01216.java,71
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01217.java,71
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01218.java,71
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01219.java,70
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01220.java,70
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01221.java,70
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01222.java,70
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01223.java,93
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01224.java,86
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01225.java,86
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01226.java,150
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01227.java,150
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01228.java,119
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01229.java,119
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01230.java,110
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01231.java,67
CodeQL,warning,java/non-static-nested-class,"Test should be made static, since the enclosing instance is not used.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01232.java,67
